Freq,res11,ims11,res21,im21,res12,im12,res22,im22
13057000000,0.0661107342803818,0.0271284091250019,-0.812998410876272,-0.0275430223480847,-0.813972831698788,-0.0256204030843046,0.0420815168012691,0.00976035481632939
13143980000,0.260597149301617,0.0757797924807319,-0.190841091078832,0.757578874947919,-0.176960161212391,0.762016588148373,0.279374137569566,0.0319279265167924
13230960000,0.135878730182225,-0.0735012198065786,0.713353266820743,0.374627852456917,0.720197308638259,0.364900759314749,0.0678999074950016,-0.109958161285395
13317940000,0.205396846222469,0.111378473508638,0.479103806676988,-0.62926312410904,0.477015064752861,-0.630169109249317,0.202481917988578,0.111832342014358
13404920000,0.226852646710197,-0.120742557927223,-0.4861438108933,-0.619178236331435,-0.487317245125684,-0.618364699184549,0.200560633952496,-0.147466217011146
13491900000,0.106411006320723,0.0679485319218116,-0.713816942395733,0.374785388808868,-0.710109657229155,0.38155983171264,0.0916890899905432,0.0636256546515508
13578880000,0.282546247023991,-0.0583070747136623,0.194383241966536,0.751356215685363,0.203772862401383,0.747781173764282,0.27759890118446,-0.0912511511096534
13665860000,0.0866419607369787,-0.0614990042471272,0.807776707170064,-0.0284854988901705,0.808929223445328,-0.0322420860304258,0.0214291830525861,-0.0720725075938708
13752840000,0.228720993754547,-0.00220831252875946,0.122937895800977,-0.77975824532639,0.115573767895005,-0.78037842195128,0.233255547717775,0.0227811664425836
13839820000,0.110722897069114,-0.11828195835189,-0.741261103172436,-0.307162834415681,-0.746530495043279,-0.295656994456342,0.0753396431506643,-0.134649384620649
13926800000,0.183125203110585,0.0454796883557034,-0.429871043400826,0.670983742164636,-0.424009912582228,0.673975315144213,0.164879953259319,0.0764405291087981
14013780000,0.185115408907137,-0.15346026693281,0.544477261580669,0.566994910084639,0.543355524397195,0.567306127380346,0.1805235198827,-0.161822857246804
14100760000,0.0870366906565041,0.0156533765603314,0.681267772333165,-0.432966163245479,0.676608051505044,-0.443159793473802,0.0679056049996049,0.0211375613381742
14187740000,0.221487174092303,-0.0808008977842333,-0.266466080683634,-0.73888060056099,-0.279130591000969,-0.734360676349949,0.217259751084399,-0.100329154896687
14274720000,0.0574492804169616,-0.0523684896856667,-0.799931706414204,0.106835925309466,-0.79759152514725,0.123034341619521,0.0301694676498189,-0.0542414832823809
14361700000,0.227066734226872,-0.0109180902006522,-0.0488734036538918,0.785143138684148,-0.037274397568437,0.786050153461699,0.22032489234625,-0.00811702374693141
14448680000,0.0819165985926899,-0.138193395397136,0.762557355304047,0.235941749509289,0.766598089427475,0.220332694739378,0.0718165353468821,-0.147440129677715
14535660000,0.174255683882018,0.0452776780291379,0.366185813766817,-0.703676593488238,0.35123087981545,-0.713792997978817,0.166869965398892,0.0454288528690001
14622640000,0.18289728100295,-0.156467296547778,-0.587485062476614,-0.516413742137573,-0.596698180038396,-0.506796872886303,0.145531771982965,-0.194174692671185
14709620000,0.102078258139119,-0.00888910197308677,-0.636423922542953,0.489965139377871,-0.625190245252928,0.501828366348873,0.0497232858945376,0.0330095918721495
14796600000,0.21490211825563,-0.105394062615186,0.332239109332589,0.70679941796444,0.345152746043796,0.700303187984415,0.204716397543436,-0.117836328540173
14883580000,0.0479118971263767,-0.0931372891334661,0.783337642761063,-0.172739766996495,0.778664481846992,-0.187924883523335,0.0158407498899997,-0.0764644870223517
14970560000,0.196239477421156,-0.0389206727074667,-0.0184869619789119,-0.787543314043114,-0.0366585427482188,-0.788060418052523,0.191781698311582,-0.0218736687185964
15057540000,0.0496806237030591,-0.150228774541408,-0.77776669309698,-0.162819883538564,-0.782493384526728,-0.147574427354812,0.0775756282429873,-0.14935424451602
15144520000,0.149036066591804,0.013149279693263,-0.304349212914788,0.733534303367509,-0.285948239355223,0.740358910190672,0.148588354222492,0.025359931124806
15231500000,0.13342537537999,-0.163156841671036,0.635652208249565,0.459243331994183,0.646291066544846,0.442368893881484,0.137109407585924,-0.18086085474302
15318480000,0.0600803794826636,-0.00300618179035306,0.586239123073278,-0.544461948382135,0.573695557559829,-0.556001282980352,0.0741959623142008,3.02497300932892E-4
15405460000,0.199898751578298,-0.0947828228711622,-0.396703363959194,-0.673115663366813,-0.413835619998344,-0.66145241068645,0.171228450693574,-0.154633466529728
15492440000,0.0396797554313993,-0.0721821784640776,-0.75985311709874,0.248057927863694,-0.75391901309057,0.270396275285848,0.0223747941294798,-0.0648829105577706
15579420000,0.207081710373275,-0.0504357456450526,0.0921441976299799,0.776217851397448,0.117681080470035,0.77302591781662,0.202675768220455,-0.0594236774934482
15666400000,0.0347433425983132,-0.142025129160133,0.785361291101279,0.0883609903689534,0.787623371913721,0.0622282247881318,0.0673764621069617,-0.158538028623907
15753380000,0.174368081370868,0.00672483520035386,0.22568515456945,-0.750765624385266,0.20404576143574,-0.755791449573955,0.178452643444702,-0.00259651214357174
15840360000,0.147771041286421,-0.193606722918246,-0.663312008960312,-0.393338652588621,-0.671885146966325,-0.37409062113479,0.126020498173566,-0.234336468834651
